Date,Shift,GarmentType,TargetUnits,EmployeeIDs,DefectsCount,MachineID,Make,Model,Assigned (Yes/No)
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M028,Singer,S1000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M029,Juki,B2000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M030,Juki,S1000,Yes
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M031,Brother,B2000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M032,Brother,S1000,Yes
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M033,Brother,J3000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M034,Singer,S1000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M035,Singer,B2000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M036,Juki,S1000,Yes
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M037,Singer,B2000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M038,Brother,J3000,Yes
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M039,Brother,B2000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M040,Juki,S1000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M041,Juki,J3000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M042,Juki,J3000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M043,Singer,B2000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M044,Juki,B2000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M045,Brother,J3000,Yes
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M046,Singer,B2000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M047,Juki,J3000,Yes
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M048,Singer,B2000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M049,Brother,B2000,No
2023-10-09,Day,Shirt,561,"E034, E031, E037, E012, E024, E012, E028, E038, E007, E013",19,M050,Singer,S1000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M001,Juki,B2000,Yes
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M002,Singer,J3000,Yes
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M003,Singer,S1000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M004,Juki,S1000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M005,Singer,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M006,Brother,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M007,Juki,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M008,Juki,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M009,Brother,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M010,Brother,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M011,Singer,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M012,Brother,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M013,Brother,S1000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M014,Brother,S1000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M015,Brother,S1000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M016,Juki,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M017,Brother,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M018,Singer,B2000,Yes
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M019,Brother,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M020,Singer,S1000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M021,Singer,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M022,Singer,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M023,Brother,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M024,Singer,S1000,Yes
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M025,Brother,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M026,Brother,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M027,Brother,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M028,Singer,S1000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M029,Singer,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M030,Juki,J3000,Yes
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M031,Juki,S1000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M032,Brother,S1000,Yes
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M033,Singer,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M034,Juki,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M035,Brother,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M036,Juki,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M037,Singer,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M038,Juki,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M039,Brother,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M040,Brother,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M041,Brother,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M042,Singer,S1000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M043,Brother,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M044,Juki,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M045,Juki,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M046,Singer,B2000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M047,Brother,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M048,Brother,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M049,Brother,J3000,No
2023-10-09,Night,Dress,429,"E028, E039, E022, E050, E017, E039, E006, E033, E040, E043",13,M050,Juki,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M001,Juki,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M002,Brother,B2000,Yes
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M003,Juki,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M004,Brother,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M005,Brother,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M006,Juki,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M007,Brother,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M008,Brother,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M009,Singer,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M010,Brother,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M011,Juki,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M012,Brother,J3000,Yes
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M013,Brother,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M014,Brother,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M015,Singer,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M016,Singer,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M017,Juki,S1000,Yes
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M018,Juki,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M019,Juki,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M020,Singer,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M021,Singer,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M022,Singer,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M023,Brother,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M024,Singer,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M025,Juki,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M026,Brother,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M027,Brother,B2000,Yes
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M028,Singer,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M029,Singer,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M030,Juki,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M031,Brother,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M032,Juki,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M033,Singer,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M034,Brother,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M035,Brother,J3000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M036,Juki,S1000,Yes
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M037,Brother,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M038,Brother,J3000,Yes
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M039,Singer,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M040,Brother,B2000,Yes
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M041,Singer,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M042,Brother,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M043,Juki,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M044,Juki,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M045,Juki,B2000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M046,Juki,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M047,Juki,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M048,Singer,S1000,Yes
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M049,Singer,S1000,No
2023-10-10,Day,T-Shirt,316,"E049, E030, E004, E025, E011, E030, E013, E044, E012, E039",6,M050,Singer,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M001,Singer,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M002,Juki,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M003,Singer,J3000,Yes
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M004,Singer,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M005,Singer,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M006,Juki,B2000,Yes
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M007,Juki,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M008,Brother,J3000,Yes
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M009,Singer,J3000,Yes
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M010,Singer,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M011,Brother,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M012,Brother,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M013,Singer,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M014,Singer,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M015,Brother,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M016,Juki,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M017,Brother,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M018,Singer,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M019,Brother,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M020,Brother,J3000,Yes
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M021,Juki,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M022,Singer,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M023,Singer,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M024,Juki,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M025,Brother,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M026,Singer,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M027,Juki,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M028,Brother,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M029,Singer,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M030,Brother,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M031,Juki,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M032,Singer,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M033,Brother,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M034,Singer,S1000,Yes
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M035,Brother,B2000,Yes
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M036,Juki,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M037,Juki,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M038,Singer,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M039,Brother,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M040,Singer,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M041,Juki,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M042,Juki,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M043,Singer,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M044,Singer,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M045,Brother,S1000,Yes
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M046,Singer,J3000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M047,Singer,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M048,Brother,B2000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M049,Juki,S1000,No
2023-10-10,Night,Shirt,513,"E017, E046, E046, E032, E023, E006, E037, E014, E015, E024",24,M050,Juki,S1000,Yes
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M001,Singer,J3000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M002,Singer,J3000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M003,Singer,S1000,Yes
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M004,Singer,J3000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M005,Brother,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M006,Brother,J3000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M007,Juki,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M008,Brother,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M009,Singer,J3000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M010,Juki,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M011,Brother,J3000,Yes
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M012,Juki,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M013,Brother,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M014,Singer,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M015,Juki,B2000,Yes
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M016,Singer,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M017,Juki,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M018,Juki,J3000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M019,Singer,J3000,Yes
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M020,Brother,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M021,Brother,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M022,Singer,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M023,Brother,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M024,Juki,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M025,Brother,J3000,Yes
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M026,Singer,J3000,Yes
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M027,Singer,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M028,Juki,S1000,Yes
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M029,Brother,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M030,Juki,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M031,Singer,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M032,Juki,J3000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M033,Singer,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M034,Juki,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M035,Juki,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M036,Singer,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M037,Singer,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M038,Brother,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M039,Juki,J3000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M040,Brother,J3000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M041,Juki,B2000,Yes
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M042,Brother,J3000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M043,Juki,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M044,Singer,B2000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M045,Singer,S1000,No
2023-10-11,Day,Shirt,485,"E021, E048, E050, E041, E008, E042, E047, E014, E017, E017",8,M046,Singer,B2000,No
